ST001D01T,MATHPREF,MATHEASE,MATHMOT,MATHEFF,MATHEF21,MATHPERS,PV1MATH
Grade 12,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,0.1367,0.947,-0.1701,361.808
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,0.3717,0.0493,0.1182,505.889
Grade 11,No preference for mathematics over other subjects,Perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,1.2991,2.3236,2.5786,536.603
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,0.3036,0.5605,0.3515,597.473
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.6865,0.8762,0.28,477.841
Grade 10,Preference for mathematics over other subjects,Perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-1.2039,-1.0617,-0.9672,350.918
Grade 11,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-1.5811,-1.2908,0.2983,555.756
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.4265,0.2771,-0.4449,572.016
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.7173,-2.162,0.094,562.365
Grade 10,No preference for mathematics over other subjects,Perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,0.7226,0.9953,1.4255,693.968
Grade 10,Preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.3937,1.4255,2.664,470.458
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,2.2939,1.0606,-1.0691,350.137
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.9866,-0.1927,0.9119,462.896
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.643,-0.0396,0.3951,628.834
Grade 10,Preference for mathematics over other subjects,Perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-1.1488,-0.3171,0.2586,423.484
Grade 11,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.9051,-0.3273,0.3947,290.909
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-1.3568,-0.5689,-2.9013,444.484
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,0.8241,0.7148,1.9752,616.65
Grade 10,,,,,,,510.783
Grade 11,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.4632,0.4682,-0.0031,420.727
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,0.158,0.5659,-0.1089,604.283
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,0.1502,0.7321,0.3846,580.329
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.5168,0.4711,-0.2176,543.826
Grade 11,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,2.009,1.876,0.4774,539.991
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,0.1577,-0.006,-0.4334,564.726
Grade 9,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.4295,-0.1933,-0.385,344.124
Grade 11,,,,,,,363.46
Grade 11,,,,,,,485.173
Grade 11,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.037,-0.2147,0.7461,475.121
Grade 11,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,1.38,0.7716,-0.0672,589.172
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-1.1053,0.7727,2.1708,261.92
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.7051,0.159,-0.2408,528.857
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,More motivated to do well in mathematics than other subjects,-0.0971,0.0976,-0.5528,542.254
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,0.008,0.6948,-0.4431,435.515
Grade 11,No preference for mathematics over other subjects,,Not more motivated to do well in mathematics than other subjects,-1.3631,-0.5825,-0.5419,342.816
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,0.3102,0.6664,0.3449,305.529
Grade 11,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-1.2364,-0.9523,-0.6844,522.092
Grade 11,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,0.6031,-0.3617,-0.8062,567.209
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.0813,-1.2526,-1.7157,461.153
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.6832,-0.1844,1.9687,389.01
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,1.1729,-0.7207,-1.0108,469.724
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-3.4481,-2.1985,-1.2339,325.719
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-2.1467,-1.8055,0.0947,454.968
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,0.0086,-0.255,0.2954,612.266
Grade 10,Preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.233,0.3675,0.2259,585.805
Grade 10,,,,,,,310.482
Grade 11,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-1.6108,-1.7203,0.2523,456.743
Grade 9,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,2.3543,2.4071,-0.1918,367.945
Grade 10,,,,,,,435.713
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,0.0086,0.1769,0.4132,481.686
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,0.7021,1.297,2.4604,470.442
Grade 10,Preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,0.3463,1.1993,0.6145,595.044
Grade 9,Preference for mathematics over other subjects,Perception of mathematics as easier than other subjects,More motivated to do well in mathematics than other subjects,-0.7173,0.3225,0.4128,303.032
Grade 11,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.6672,-0.9941,0.4728,500.849
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.643,-0.3355,0.1867,533.147
Grade 11,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.8469,0.3592,0.1678,446.468
Grade 11,,,,,,,356.485
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-1.0179,-0.0318,-0.3762,380.807
Grade 9,No preference for mathematics over other subjects,Perception of mathematics as easier than other subjects,More motivated to do well in mathematics than other subjects,-3.3637,-1.1902,-1.1833,448.95
Grade 9,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.878,-0.6171,-0.4514,450.264
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,0.075,-1.6421,-0.3609,496.679
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.7785,-1.7936,-1.2599,423.792
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,0.0501,0.7716,-0.5955,343.962
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.2523,-0.7171,-0.4386,465.745
Grade 10,Preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.798,-0.0739,-0.0858,392.977
Grade 11,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.0268,0.7442,-0.4454,410.869
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,1.4176,0.9942,-0.9742,603.012
Grade 10,,,,,,,548.553
Grade 9,,,,,,,375.006
Grade 9,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.1668,1.6547,1.5946,558.15
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-1.1064,0.7798,-0.0534,384.706
Grade 10,,,,,,,576.113
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-1.5468,0.6428,0.0276,448.691
Grade 9,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-1.3801,-0.8196,0.0274,373.873
Grade 10,Preference for mathematics over other subjects,Perception of mathematics as easier than other subjects,More motivated to do well in mathematics than other subjects,1.8643,2.3694,2.5598,515.4
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-1.3096,-0.3971,0.0349,481.878
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,0.039,0.4274,0.5531,495.733
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,1.7494,2.3961,1.7956,611.434
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.7307,0.5064,0.7367,472.402
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-3.4378,-2.3493,-0.1177,354.962
Grade 10,No preference for mathematics over other subjects,Perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.7051,0.3134,-0.2225,561.732
Grade 11,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,0.0139,0.4051,1.0247,572.899
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,1.4703,0.5383,1.9113,538.514
Grade 10,No preference for mathematics over other subjects,Perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-1.0473,0.4197,1.0093,503.717
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.6628,-1.4985,0.1093,545.231
Grade 9,,,,,,,589.187
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.7457,0.6911,0.1033,478.873
Grade 10,Preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.1785,-0.1289,0.9821,567.661
Grade 11,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.0971,0.6438,-0.5184,549.695
Grade 11,,,,,,,330.503
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.4105,-0.412,-0.191,581.736
Grade 11,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-1.191,-0.0609,0.6403,502.061
Grade 9,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-1.3282,-2.3056,-0.4922,355.24
Grade 11,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.6762,0.7059,-0.6553,411.224
Grade 11,Preference for mathematics over other subjects,Perception of mathematics as easier than other subjects,More motivated to do well in mathematics than other subjects,-0.9241,-0.8213,0.2359,552.289
Grade 11,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.3183,0.7661,-0.214,409.794
Grade 10,Preference for mathematics over other subjects,Perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,1.2361,0.1571,1.3735,674.087
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.8209,-0.4729,-0.2618,395.441
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.2963,-0.1876,0.0095,367.385
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.2523,0.7504,1.7732,407.111
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,,,,,362.085
Grade 10,Preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.6298,-0.1072,0.1398,536.804
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,0.1429,0.9861,0.4039,623.205
Grade 10,,,,,,,373.113
Grade 11,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.5617,0.0991,0.1538,659.021
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-3.3947,-2.1449,-2.6494,306.978
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,1.38,0.6188,1.8294,599.677
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.7422,1.5428,1.0112,360.354
Grade 10,No preference for mathematics over other subjects,Perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,0.3933,0.6235,2.6196,575.334
Grade 10,Preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.1652,0.6632,0.6252,535.131
Grade 11,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,0.4262,0.6438,0.5707,542.63
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-1.2831,-0.5766,-0.2902,424.186
Grade 11,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-2.1472,-2.1901,-0.7357,426.438
Grade 10,Preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.3738,-0.204,-0.216,392.556
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-1.1548,0.2218,2.0129,322.936
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.7173,-0.2845,-0.2965,467.43
Grade 9,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-1.9156,-2.0689,-2.365,265.256
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,0.8241,1.7977,1.9417,532.794
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.1762,0.3886,0.7566,556.54
Grade 10,,,,,,,398.611
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,0.4767,-0.6292,0.1657,534.206
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.4624,-0.5618,0.008,452.378
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.2088,0.7646,-0.1735,321.743
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.4543,-0.0599,-0.4895,566.266
Grade 10,Preference for mathematics over other subjects,Perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.1087,0.2894,0.5943,505.956
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.0961,0.6619,1.0847,414.462
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.209,0.4758,0.4636,513.903
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-1.8891,-0.1805,-0.4366,297.13
Grade 9,Preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,0.291,0.5377,0.5879,511.301
Grade 11,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.2619,0.6479,-0.6014,308.165
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,0.5278,-0.4921,-1.2097,614.742
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,More motivated to do well in mathematics than other subjects,-0.932,0.0557,-0.5571,597.153
Grade 11,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.8238,0.6569,0.1337,452.26
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,0.0009,-0.3482,2.0321,561.659
Grade 10,Preference for mathematics over other subjects,Perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.2626,-0.2578,0.0474,460.743
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.1531,0.7653,0.3534,321.667
Grade 10,Preference for mathematics over other subjects,Perception of mathematics as easier than other subjects,More motivated to do well in mathematics than other subjects,0.809,0.2216,0.2682,557.968
Grade 10,,,,,,,354.271
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.2041,0.6664,,527.022
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,0.6876,0.81,0.945,613.729
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.0263,0.1415,0.5446,536.062
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.0695,0.429,0.8346,488.201
Grade 12,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.5811,0.7007,2.2849,437.098
Grade 10,Preference for mathematics over other subjects,Perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,0.4989,1.3366,0.3205,622.538
Grade 10,No preference for mathematics over other subjects,,Not more motivated to do well in mathematics than other subjects,0.2419,0.698,0.2845,630.182
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.0993,,2.4115,302.54
Grade 10,,,,,,,370.625
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.721,0.5779,0.0833,253.551
Grade 10,,,,,,,367.66
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,2.0397,0.825,0.3548,536.1
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,0.4989,0.9956,0.6761,447.945
Grade 11,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-2.1515,-0.0237,-0.9031,378.534
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,0.0799,0.9509,0.1363,558.211
Grade 11,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.1365,0.0226,0.4774,492.512
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.2846,-0.006,0.2906,504.327
Grade 10,,,,,0.7833,-0.5445,461.548
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,2.116,1.2365,0.8563,625.981
Grade 10,No preference for mathematics over other subjects,,,,,,427.809
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,0.7497,0.2655,0.0015,516.444
Grade 12,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-1.1038,-0.6121,1.1213,469.384
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.0936,0.382,-0.6526,593.895
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.4265,-0.8221,0.3161,442.155
Grade 9,Preference for mathematics over other subjects,Perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.4977,-0.5664,0.31,382.147
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,0.7369,2.3651,0.0783,483.274
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.1245,0.7107,0.3508,419.517
Grade 9,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.4957,0.2128,-0.2075,371.34
Grade 10,No preference for mathematics over other subjects,,Not more motivated to do well in mathematics than other subjects,-0.8763,-0.5583,0.1549,398.679
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.037,0.7027,2.3376,420.147
Grade 10,Preference for mathematics over other subjects,Perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,1.8227,1.8245,0.1422,689.969
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,0.457,1.4597,1.3762,617.001
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.9281,-0.1026,0.7827,497.889
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.1522,0.1294,-0.4512,390.312
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,0.7533,,0.5334,533.165
Grade 10,No preference for mathematics over other subjects,Perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,0.2626,1.0259,1.2095,698.227
Grade 11,,,,,,,537.191
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,0.7395,0.1257,1.4618,513.531
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-3.4469,-2.2902,1.3687,501.289
Grade 11,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,0.1023,-0.0447,1.0277,549.938
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.69,0.0571,-0.9287,469.424
Grade 11,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.3227,0.398,0.3569,401.703
Grade 10,Preference for mathematics over other subjects,Perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,0.7986,1.9314,2.3067,568.682
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.8286,-2.2596,0.3284,384.164
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.9241,-0.5116,0.1571,375.77
Grade 11,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,2.0101,0.7209,1.0256,596.732
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,0.2368,-0.5663,0.3011,496.063
Grade 10,,,,,,,387.622
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.082,0.7817,2.4115,309.883
Grade 11,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.2951,0.2093,0.3102,449.733
Grade 10,Preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,More motivated to do well in mathematics than other subjects,-0.6762,-0.5381,0.1197,488.883
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.2453,-0.2386,-0.5018,511.102
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.111,0.7314,1.3491,476.701
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,1.1098,0.4688,0.7014,546.169
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,1.4467,1.4896,-0.0515,662.059
Grade 10,,,,,,,576.212
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-1.2882,-0.9947,-0.5511,445.543
Grade 11,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,2.2512,2.6553,2.5468,541.947
Grade 10,Preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,0.0258,-0.2969,-0.1263,501.037
Grade 10,,,,,,,334.318
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.5413,0.7203,0.7943,549.088
